,name,day,time,statement,topics
129,Art & Resilience | Wexner Center for the Arts,2,1900,Interested in joining an Art & Resilience Student org?Interested in building community at the intersections of Art & Resilience? If you have...,"{'Special Interest', 'Columbus', 'Creative and Performing Arts', 'Awareness/Activism'}"
130,Art & Technology Club,5,1900,Art and Tech Club is an organization committed to building a stronger art community by engaging in the members’ academic and professional in...,"{'Academic/College', 'Columbus', 'Creative and Performing Arts', 'Technology'}"
131,Art Club,1,1600,To create and facilitate the feeling of communal acceptance while exposing the OSU community to the wonders of art.,"{'Special Interest', 'Columbus', 'Creative and Performing Arts'}"
132,Art of Freedom Dabke Troupe at The Ohio State University,3,700,Our purpose is to showcase the Middle Eastern Culture for the students at The Ohio State University through Dabke. Dabke is a traditional Le...,"{'Ethnic/Cultural', 'Special Interest', 'Columbus', 'Creative and Performing Arts'}"
133,Art School Students Union,1,1730,"We strive to achieve communication between artists of the different disciplines, to create a dialogue where there was none before. We need t...","{'Academic/College', 'Columbus'}"
134,Artificial Intelligence Club,1,1900,"Our purpose is to facilitate discussion, learning, and interest in the field of artificial intelligence, organize AI experts and researchers...","{'Academic/College', 'Special Interest', 'Columbus', 'Technology'}"
135,Arts and Sciences Student Council,3,1730,Our primary purpose is to provide a link between the students and faculty of the Colleges of the Arts and Sciences.  This is achieved throug...,"{'Academic/College', 'Columbus', 'Governance Organizations'}"
136,Arts Priori,3,700,"Arts Priori aims to promote and provide representative, academic, professional, administrative and social services specifically for the grad...","{'Academic/College', 'Columbus', 'Creative and Performing Arts'}"
137,ASBMB at Ohio State,3,700,Ohio State’s ASBMB (American Society for Biochemistry and Molecular Biology) chapter aims to promote academic fellowship and service outreac...,"{'Academic/College', 'Columbus', 'Honoraries/Honor Societies', 'Community Service/Service Learning'}"
138,Ascend Pan-Asian Leaders at The Ohio State University,0,1200,Ascend OSU’s vision is to accomplish our mission and goal through events and interactions provided by Ascend to build up a bridge for Ascend...,"{'Academic/College', 'Ethnic/Cultural', 'Columbus'}"
139,Asia-Pacific Folklore Frontier,3,700,"APFF organizes bi-weekly reading groups, online discussions, research workshops and lectures for graduate students across departments. Our t...","{'Creative and Performing Arts', 'Journalism', 'Columbus', 'Media', 'Academic/College', 'Honoraries/Honor Societies', 'and Creative Writing'}"
140,Asian American Association,0,1300,"The Asian American Association at The Ohio State University is a student organization that, since its inception in the early 1970’s, has ser...","{'Ethnic/Cultural', 'Columbus', 'Awareness/Activism'}"
141,Asian American InterVarsity Christian Fellowship,3,700,"In response to God's love, grace and truth: The Purpose of Asian American InterVarsity Christian Fellowship is to establish and advance at c...","{'Ethnic/Cultural', 'Columbus', 'Religious/Spiritual'}"
142,Asian Association for Chemical Engineering,3,3100,"•	Serve Chemical Engineering Asian Students and Asian Community.
•	Promote Chinese Culture and Etiquette in Chemical Engineering Community.
...","{'Academic/College', 'Columbus'}"
143,Asian Business Student Association,1,1900,The Asian Business Student Association was established to provide its members and other students in the College of Business and the universi...,"{'Academic/College', 'Ethnic/Cultural', 'Columbus', 'Community Service/Service Learning'}"
144,Asian Pacific American Law Students Association,3,1200,Advocate the issues concerning Asian American law students at the Ohio State University. Establish a growing and working rapport with people...,"{'Ethnic/Cultural', 'Community Service/Service Learning', 'Columbus', 'Academic/College', 'Awareness/Activism'}"
145,Asian Pacific American Medical Student Association,3,2200,APAMSA is a national organization that aims to address those issues important to Asian- American medical students. One part of our mission i...,"{'Ethnic/Cultural', 'Community Service/Service Learning', 'Columbus', 'Academic/College', 'Awareness/Activism'}"
146,Asian Pacific Islander Desi American Cohort Mentorship Program,1,1800,APIDA Cohort is an Asian/Asian American student organization that focuses on helping first-year and transfer students integrate to the Ohio ...,"{'Academic/College', 'Ethnic/Cultural', 'Columbus', 'Awareness/Activism'}"
147,Asian Pacific Student Dental Association,3,1200,The Asian Pacific Student Dental Association is a student-run organization which aims to serve as the collective voice of the OSU College of...,"{'Ethnic/Cultural', 'Community Service/Service Learning', 'Columbus', 'Academic/College', 'Awareness/Activism'}"
148,Asian Students Legal Society,3,700,Asian Students Legal Society aims to gather undergraduate students who are interested in law practices and wish to learn more about legal ca...,"{'Journalism', 'Community Service/Service Learning', 'Columbus', 'and Creative Writing', 'Media', 'Academic/College', 'Awareness/Activism'}"
149,Asians in Vet Med at Ohio State,3,700,The main focus of this affinity group would be to create a sense of community and belonging for people who identify as Asian or mixed Asian ...,"{'Ethnic/Cultural', 'Special Interest', 'Columbus', 'Academic/College', 'Awareness/Activism'}"
150,Ask A Muslim,4,1830,"AAM-OSU’s aim is to eradicate misconceptions about Islam, to show a good example of a Muslim’s demeanor, and to show a good example of Islam...","{'Special Interest', 'Community Service/Service Learning', 'Columbus', 'Religious/Spiritual', 'Awareness/Activism'}"
151,Ask Big Questions at Ohio State,2,5800,The purpose of Ask Big Questions is to gather people to discuss questions questions at the heart of life and to see if we can change the wor...,"{'Special Interest', 'Ethnic/Cultural', 'Columbus'}"
152,Association for Future Healthcare Executives,3,700,"The Association of Future Healthcare Executives at The Ohio State University is committed to the following objectives.

a. To promote an env...","{'Special Interest', 'Community Service/Service Learning', 'Columbus', 'Academic/College', 'Honoraries/Honor Societies'}"
153,Association for India's Development,4,1800,"Association for India's Development (AID) is a 501(C)(3) voluntary non-profit organization committed to promoting sustainable, equitable and...","{'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
154,Association for the Advancement of the Pedagogy of East Asian Languages (AAPEAL),5,1500,"This organization is going to promote the development of East Asian language pedagogy. We try to enhance the communication within the field,...","{'Academic/College', 'Columbus'}"
155,Association for Women in Mathematics Student Chapter at The Ohio State University,3,700,The Association for Women in Mathematics Student Chapter at OSU is organized and operated for educational and scientific purposes. These inc...,"{'Academic/College', 'Columbus', 'Awareness/Activism'}"
156,Association of Computing Machinery Committee on Women in Computing,3,1900,The mission of ACM-W is to engage in activities and projects that aim to improve the working and learning environments for women in computin...,"{'Awareness/Activism', 'Special Interest', 'Columbus', 'Academic/College', 'Technology'}"
157,"Association of Educational Psychology, Philosophy, and History of Education Scholars",5,1030,"The purpose of the Association of Educational Psychology and Philosophy Scholars is to:
1.	Promote scholarship in education and its dissemin...","{'Academic/College', 'Ethnic/Cultural', 'Columbus'}"
158,Association of Future Nurse Researchers,3,700,The purpose of the Association of Future Nurse Researchers is to provide a collaborative and safe environment where Doctor of Philosophy in ...,"{'Academic/College', 'Special Interest', 'Columbus'}"
159,Association of Latino Professionals for America (ALPFA),3,700,"The following are the goals and purposes of the ALPFA Student Chapter at The Ohio State University:

Our mission is to empower and develop L...","{'Academic/College', 'Ethnic/Cultural', 'Columbus'}"
160,Association of Native American Medical Students,3,700,"Our purpose is to unite all Native American health professional students present on campus (e.g., College of Medicine, College of Veterinary...","{'Academic/College', 'Ethnic/Cultural', 'Special Interest', 'Columbus'}"
161,Association of Women Dentists,3,1200,A predoctoral chapter of the AWD. The mission of the AWD is to be the recognized resource for connecting and enriching the lives of women de...,"{'Academic/College', 'Special Interest', 'Columbus'}"
162,Association of Women in Construction,4,1600,To create a community where women feel confident in their skills and knowledge due to the encouragement of their peers. To share similar exp...,"{'Special Interest', 'Community Service/Service Learning', 'Columbus', 'Academic/College', 'Technology'}"
163,Association of Women Surgeons,3,700,The Association of Women Surgeons is dedicated to the mission of inspiring and supporting women in all stages of medical training and to ins...,"{'Academic/College', 'Special Interest', 'Columbus'}"
164,Astronomical Society,3,700,"We provide an academic and social connection between students and faculty within the astronomy department, and promote academic and professi...","{'Academic/College', 'Special Interest', 'Columbus'}"
